"Frequency","Power"
2.975e+09,-111.316
2.975e+09,-111.311
2.975e+09,-111.306
2.975e+09,-111.459
2.97501e+09,-111.381
2.97501e+09,-111.521
2.97501e+09,-111.539
2.97501e+09,-111.13
2.97501e+09,-111.422
2.97501e+09,-111.507
2.97502e+09,-111.767
2.97502e+09,-111.528
2.97502e+09,-111.328
2.97502e+09,-111.324
2.97502e+09,-111.629
2.97502e+09,-111.665
2.97502e+09,-111.641
2.97503e+09,-111.526
2.97503e+09,-111.296
2.97503e+09,-111.397
2.97503e+09,-111.418
2.97503e+09,-111.307
2.97503e+09,-111.653
2.97504e+09,-111.604
2.97504e+09,-111.705
2.97504e+09,-111.533
2.97504e+09,-111.473
2.97504e+09,-111.504
2.97504e+09,-111.378
2.97504e+09,-111.307
2.97505e+09,-111.746
2.97505e+09,-111.794
2.97505e+09,-111.98
2.97505e+09,-111.542
2.97505e+09,-111.389
2.97505e+09,-111.653
2.97506e+09,-111.652
2.97506e+09,-111.597
2.97506e+09,-111.393
2.97506e+09,-111.601
2.97506e+09,-111.714
2.97506e+09,-111.713
2.97506e+09,-111.596
2.97507e+09,-111.394
2.97507e+09,-111.309
2.97507e+09,-111.346
2.97507e+09,-111.308
2.97507e+09,-111.365
2.97507e+09,-111.751
2.97508e+09,-111.616
2.97508e+09,-111.608
2.97508e+09,-111.647
2.97508e+09,-111.572
2.97508e+09,-111.63
2.97508e+09,-111.406
2.97508e+09,-111.305
2.97509e+09,-111.509
2.97509e+09,-111.252
2.97509e+09,-111.48
2.97509e+09,-111.486
2.97509e+09,-111.501
2.97509e+09,-111.525
2.9751e+09,-111.438
2.9751e+09,-111.497
2.9751e+09,-111.814
2.9751e+09,-111.701
2.9751e+09,-111.233
2.9751e+09,-111.404
2.9751e+09,-111.497
2.97511e+09,-111.48
2.97511e+09,-111.483
2.97511e+09,-111.528
2.97511e+09,-111.257
2.97511e+09,-111.372
2.97511e+09,-111.585
2.97512e+09,-111.681
2.97512e+09,-111.535
2.97512e+09,-111.646
2.97512e+09,-111.527
2.97512e+09,-111.481
2.97512e+09,-111.357
2.97512e+09,-111.244
2.97513e+09,-111.484
2.97513e+09,-111.529
2.97513e+09,-111.491
2.97513e+09,-111.825
2.97513e+09,-111.641
2.97513e+09,-111.408
2.97514e+09,-111.407
2.97514e+09,-111.363
2.97514e+09,-111.387
2.97514e+09,-111.191
2.97514e+09,-111.528
2.97514e+09,-111.603
2.97514e+09,-111.736
2.97515e+09,-111.668
2.97515e+09,-111.708
2.97515e+09,-111.853
2.97515e+09,-111.643
2.97515e+09,-111.132
2.97515e+09,-111.402
2.97516e+09,-111.668
2.97516e+09,-111.635
2.97516e+09,-111.445
2.97516e+09,-111.588
2.97516e+09,-111.622
2.97516e+09,-111.355
2.97516e+09,-111.309
2.97517e+09,-111.623
2.97517e+09,-111.758
2.97517e+09,-111.802
2.97517e+09,-111.551
2.97517e+09,-111.705
2.97517e+09,-111.329
2.97518e+09,-111.085
2.97518e+09,-111.475
2.97518e+09,-111.771
2.97518e+09,-111.645
2.97518e+09,-111.371
2.97518e+09,-111.266
2.97518e+09,-111.492
2.97519e+09,-111.61
2.97519e+09,-111.44
2.97519e+09,-111.749
2.97519e+09,-111.972
2.97519e+09,-111.561
2.97519e+09,-111.231
2.9752e+09,-111.069
2.9752e+09,-111.495
2.9752e+09,-111.298
2.9752e+09,-111.263
2.9752e+09,-111.284
2.9752e+09,-111.391
2.9752e+09,-111.548
2.97521e+09,-111.7
2.97521e+09,-111.682
2.97521e+09,-111.59
2.97521e+09,-111.589
2.97521e+09,-111.38
2.97521e+09,-111.155
2.97522e+09,-111.103
2.97522e+09,-111.336
2.97522e+09,-111.321
2.97522e+09,-111.541
2.97522e+09,-111.507
2.97522e+09,-111.477
2.97522e+09,-111.216
2.97523e+09,-111.107
2.97523e+09,-111.764
2.97523e+09,-111.774
2.97523e+09,-111.353
2.97523e+09,-111.474
2.97523e+09,-111.716
2.97524e+09,-111.552
2.97524e+09,-111.511
2.97524e+09,-111.626
2.97524e+09,-111.36
2.97524e+09,-111.157
2.97524e+09,-111.303
2.97524e+09,-111.56
2.97525e+09,-111.328
2.97525e+09,-111.384
2.97525e+09,-111.48
2.97525e+09,-111.62
2.97525e+09,-111.575
2.97525e+09,-111.629
2.97526e+09,-111.935
2.97526e+09,-111.853
2.97526e+09,-111.574
2.97526e+09,-111.244
2.97526e+09,-111.534
2.97526e+09,-111.923
2.97526e+09,-111.598
2.97527e+09,-111.486
2.97527e+09,-111.784
2.97527e+09,-111.645
2.97527e+09,-111.159
2.97527e+09,-111.334
2.97527e+09,-111.715
2.97528e+09,-111.593
2.97528e+09,-111.437
2.97528e+09,-111.194
2.97528e+09,-111.376
2.97528e+09,-111.524
2.97528e+09,-111.226
2.97528e+09,-111.23
2.97529e+09,-111.53
2.97529e+09,-111.505
2.97529e+09,-111.592
2.97529e+09,-111.948
2.97529e+09,-111.81
2.97529e+09,-111.467
2.97529e+09,-111.417
2.9753e+09,-111.544
2.9753e+09,-111.596
2.9753e+09,-111.357
2.9753e+09,-111.674
2.9753e+09,-111.377
2.9753e+09,-111.063
2.97531e+09,-111.214
2.97531e+09,-111.65
2.97531e+09,-111.707
2.97531e+09,-111.094
2.97531e+09,-111.19
2.97531e+09,-111.363
2.97531e+09,-111.285
2.97532e+09,-111.383
2.97532e+09,-111.43
2.97532e+09,-111.476
2.97532e+09,-111.554
2.97532e+09,-111.612
2.97532e+09,-111.637
2.97533e+09,-111.465
2.97533e+09,-111.314
2.97533e+09,-111.368
2.97533e+09,-111.144
2.97533e+09,-111.28
2.97533e+09,-111.821
2.97533e+09,-111.69
2.97534e+09,-111.511
2.97534e+09,-111.629
2.97534e+09,-111.403
2.97534e+09,-111.388
2.97534e+09,-111.761
2.97534e+09,-111.341
2.97535e+09,-111.154
2.97535e+09,-111.452
2.97535e+09,-111.476
2.97535e+09,-111.102
2.97535e+09,-111.416
2.97535e+09,-111.479
2.97535e+09,-111.425
2.97536e+09,-111.504
2.97536e+09,-111.516
2.97536e+09,-111.38
2.97536e+09,-111.651
2.97536e+09,-111.536
2.97536e+09,-111.792
2.97537e+09,-111.91
2.97537e+09,-111.769
2.97537e+09,-111.688
2.97537e+09,-111.681
2.97537e+09,-111.673
2.97537e+09,-111.53
2.97537e+09,-111.739
2.97538e+09,-111.627
2.97538e+09,-111.652
2.97538e+09,-111.311
2.97538e+09,-111.653
2.97538e+09,-111.69
2.97538e+09,-111.727
2.97539e+09,-111.615
2.97539e+09,-112.018
2.97539e+09,-112.031
2.97539e+09,-111.636
2.97539e+09,-111.609
2.97539e+09,-111.574
2.97539e+09,-111.545
2.9754e+09,-111.745
2.9754e+09,-111.585
2.9754e+09,-111.576
2.9754e+09,-111.479
2.9754e+09,-111.312
2.9754e+09,-111.591
2.97541e+09,-111.973
2.97541e+09,-111.648
2.97541e+09,-111.296
2.97541e+09,-111.346
2.97541e+09,-111.688
2.97541e+09,-111.677
2.97541e+09,-111.539
2.97542e+09,-111.601
2.97542e+09,-111.848
2.97542e+09,-111.722
2.97542e+09,-111.601
2.97542e+09,-111.361
2.97542e+09,-111.444
2.97543e+09,-111.529
2.97543e+09,-111.363
2.97543e+09,-111.386
2.97543e+09,-111.256
2.97543e+09,-111.39
2.97543e+09,-111.536
2.97543e+09,-111.502
2.97544e+09,-111.472
2.97544e+09,-111.471
2.97544e+09,-111.818
2.97544e+09,-111.75
2.97544e+09,-111.459
2.97544e+09,-111.577
2.97545e+09,-111.711
2.97545e+09,-111.712
2.97545e+09,-111.535
2.97545e+09,-111.533
2.97545e+09,-111.472
2.97545e+09,-111.669
2.97545e+09,-111.53
2.97546e+09,-111.51
2.97546e+09,-111.422
2.97546e+09,-111.231
2.97546e+09,-111.373
2.97546e+09,-111.764
2.97546e+09,-111.825
2.97547e+09,-111.554
2.97547e+09,-111.231
2.97547e+09,-111.342
2.97547e+09,-111.284
2.97547e+09,-111.306
2.97547e+09,-111.377
2.97547e+09,-111.656
2.97548e+09,-111.434
2.97548e+09,-111.274
2.97548e+09,-111.443
2.97548e+09,-111.603
2.97548e+09,-111.617
2.97548e+09,-111.621
2.97549e+09,-111.557
2.97549e+09,-111.504
2.97549e+09,-111.487
2.97549e+09,-111.816
2.97549e+09,-111.766
2.97549e+09,-111.416
2.97549e+09,-111.59
2.9755e+09,-111.606
2.9755e+09,-111.94
2.9755e+09,-111.915
2.9755e+09,-111.407
2.9755e+09,-111.431
2.9755e+09,-111.295
2.97551e+09,-111.323
2.97551e+09,-111.715
2.97551e+09,-111.411
2.97551e+09,-111.469
2.97551e+09,-111.773
2.97551e+09,-111.654
2.97551e+09,-111.441
2.97552e+09,-111.525
2.97552e+09,-111.703
2.97552e+09,-111.823
2.97552e+09,-111.669
2.97552e+09,-111.72
2.97552e+09,-111.78
2.97553e+09,-111.632
2.97553e+09,-111.192
2.97553e+09,-111.748
2.97553e+09,-111.751
2.97553e+09,-111.561
2.97553e+09,-111.329
2.97553e+09,-111.56
2.97554e+09,-111.305
2.97554e+09,-111.234
2.97554e+09,-111.699
2.97554e+09,-111.831
2.97554e+09,-111.633
2.97554e+09,-111.587
2.97555e+09,-111.485
2.97555e+09,-111.393
2.97555e+09,-111.856
2.97555e+09,-111.654
2.97555e+09,-111.473
2.97555e+09,-111.534
2.97555e+09,-111.3
2.97556e+09,-111.264
2.97556e+09,-111.384
2.97556e+09,-111.749
2.97556e+09,-111.731
2.97556e+09,-111.546
2.97556e+09,-111.642
2.97557e+09,-111.583
2.97557e+09,-111.655
2.97557e+09,-111.308
2.97557e+09,-111.215
2.97557e+09,-111.304
2.97557e+09,-111.36
2.97557e+09,-111.31
2.97558e+09,-111.503
2.97558e+09,-111.442
2.97558e+09,-111.537
2.97558e+09,-111.585
2.97558e+09,-111.557
2.97558e+09,-111.288
2.97559e+09,-111.642
2.97559e+09,-111.74
2.97559e+09,-111.554
2.97559e+09,-111.558
2.97559e+09,-110.986
2.97559e+09,-110.944
2.97559e+09,-111.521
2.9756e+09,-111.749
2.9756e+09,-111.712
2.9756e+09,-111.835
2.9756e+09,-111.557
2.9756e+09,-111.271
2.9756e+09,-111.234
2.97561e+09,-111.261
2.97561e+09,-111.485
2.97561e+09,-111.666
2.97561e+09,-111.631
2.97561e+09,-111.549
2.97561e+09,-111.7
2.97561e+09,-111.773
2.97562e+09,-111.653
2.97562e+09,-111.546
2.97562e+09,-111.481
2.97562e+09,-111.664
2.97562e+09,-111.353
2.97562e+09,-111.354
2.97563e+09,-111.439
2.97563e+09,-111.537
2.97563e+09,-111.418
2.97563e+09,-111.456
2.97563e+09,-111.508
2.97563e+09,-111.521
2.97563e+09,-111.172
2.97564e+09,-111.46
2.97564e+09,-111.736
2.97564e+09,-111.311
2.97564e+09,-111.33
2.97564e+09,-111.429
2.97564e+09,-111.386
2.97565e+09,-111.492
2.97565e+09,-111.675
2.97565e+09,-111.446
2.97565e+09,-111.576
2.97565e+09,-111.28
2.97565e+09,-111.651
2.97565e+09,-111.67
2.97566e+09,-111.277
2.97566e+09,-111.374
2.97566e+09,-111.428
2.97566e+09,-111.58
2.97566e+09,-111.681
2.97566e+09,-111.584
2.97567e+09,-111.766
2.97567e+09,-111.559
2.97567e+09,-111.303
2.97567e+09,-111.448
2.97567e+09,-111.672
2.97567e+09,-111.231
2.97567e+09,-111.209
2.97568e+09,-111.302
2.97568e+09,-111.378
2.97568e+09,-111.361
2.97568e+09,-111.396
2.97568e+09,-111.434
2.97568e+09,-111.37
2.97569e+09,-111.439
2.97569e+09,-111.503
2.97569e+09,-111.508
2.97569e+09,-111.608
2.97569e+09,-111.431
2.97569e+09,-111.219
2.97569e+09,-111.601
2.9757e+09,-111.66
2.9757e+09,-111.533
2.9757e+09,-111.51
2.9757e+09,-111.563
2.9757e+09,-111.523
2.9757e+09,-111.603
2.97571e+09,-111.4
2.97571e+09,-111.26
2.97571e+09,-111.491
2.97571e+09,-111.284
2.97571e+09,-111.03
2.97571e+09,-111.411
2.97571e+09,-111.654
2.97572e+09,-111.492
2.97572e+09,-111.28
2.97572e+09,-111.197
2.97572e+09,-111.282
2.97572e+09,-111.306
2.97572e+09,-111.44
2.97573e+09,-111.353
2.97573e+09,-111.169
2.97573e+09,-111.335
2.97573e+09,-111.454
2.97573e+09,-111.711
2.97573e+09,-111.689
2.97573e+09,-111.649
2.97574e+09,-111.687
2.97574e+09,-111.305
2.97574e+09,-111.426
2.97574e+09,-111.697
2.97574e+09,-111.493
2.97574e+09,-111.552
2.97575e+09,-111.535
2.97575e+09,-111.716
2.97575e+09,-111.736
2.97575e+09,-111.546
2.97575e+09,-111.431
2.97575e+09,-111.715
2.97575e+09,-111.636
2.97576e+09,-111.265
2.97576e+09,-111.597
2.97576e+09,-111.605
2.97576e+09,-111.534
2.97576e+09,-111.281
2.97576e+09,-111.337
2.97576e+09,-111.521
2.97577e+09,-111.325
2.97577e+09,-111.364
2.97577e+09,-111.177
2.97577e+09,-111.346
2.97577e+09,-111.347
2.97577e+09,-111.566
2.97578e+09,-111.594
2.97578e+09,-111.842
2.97578e+09,-111.533
2.97578e+09,-111.58
2.97578e+09,-111.495
2.97578e+09,-111.414
2.97578e+09,-111.43
2.97579e+09,-111.604
2.97579e+09,-111.647
2.97579e+09,-111.789
2.97579e+09,-111.745
2.97579e+09,-111.491
2.97579e+09,-111.327
2.9758e+09,-111.676
2.9758e+09,-111.483
2.9758e+09,-111.371
2.9758e+09,-111.527
2.9758e+09,-111.713
2.9758e+09,-111.682
2.9758e+09,-111.516
2.97581e+09,-111.553
2.97581e+09,-111.548
2.97581e+09,-111.873
2.97581e+09,-111.621
2.97581e+09,-111.505
2.97581e+09,-111.564
2.97582e+09,-111.284
2.97582e+09,-111.507
2.97582e+09,-111.588
2.97582e+09,-111.728
2.97582e+09,-111.509
2.97582e+09,-111.392
2.97582e+09,-111.293
2.97583e+09,-111.253
2.97583e+09,-111.37
2.97583e+09,-111.642
2.97583e+09,-111.473
2.97583e+09,-111.587
2.97583e+09,-111.563
2.97584e+09,-111.773
2.97584e+09,-111.625
2.97584e+09,-111.502
2.97584e+09,-111.817
2.97584e+09,-111.643
2.97584e+09,-111.575
2.97584e+09,-111.75
2.97585e+09,-111.356
2.97585e+09,-111.183
2.97585e+09,-111.493
2.97585e+09,-111.519
2.97585e+09,-111.361
2.97585e+09,-111.468
2.97586e+09,-111.407
2.97586e+09,-111.344
2.97586e+09,-111.511
2.97586e+09,-111.345
2.97586e+09,-111.371
2.97586e+09,-111.509
2.97586e+09,-111.684
2.97587e+09,-111.504
2.97587e+09,-111.481
2.97587e+09,-111.605
2.97587e+09,-111.465
2.97587e+09,-111.272
2.97587e+09,-111.314
2.97588e+09,-111.421
2.97588e+09,-111.54
2.97588e+09,-111.571
2.97588e+09,-111.351
2.97588e+09,-111.495
2.97588e+09,-111.652
2.97588e+09,-111.523
2.97589e+09,-111.272
2.97589e+09,-111.223
2.97589e+09,-111.138
2.97589e+09,-111.42
2.97589e+09,-111.558
2.97589e+09,-111.712
2.9759e+09,-111.633
2.9759e+09,-111.584
2.9759e+09,-111.226
2.9759e+09,-111.086
2.9759e+09,-111.185
2.9759e+09,-111.023
2.9759e+09,-110.967
2.97591e+09,-111.506
2.97591e+09,-111.787
2.97591e+09,-111.673
2.97591e+09,-111.371
