"Frequency","Power"
2.975e+09,-106.108
2.975e+09,-109.334
2.975e+09,-111.366
2.975e+09,-111.297
2.97501e+09,-111.282
2.97501e+09,-111.522
2.97501e+09,-111.65
2.97501e+09,-111.494
2.97501e+09,-111.368
2.97501e+09,-111.478
2.97502e+09,-111.538
2.97502e+09,-111.326
2.97502e+09,-111.078
2.97502e+09,-111.103
2.97502e+09,-111.082
2.97502e+09,-111.442
2.97502e+09,-111.647
2.97503e+09,-111.721
2.97503e+09,-111.585
2.97503e+09,-111.632
2.97503e+09,-111.554
2.97503e+09,-111.571
2.97503e+09,-111.49
2.97504e+09,-111.477
2.97504e+09,-111.704
2.97504e+09,-111.752
2.97504e+09,-111.692
2.97504e+09,-111.696
2.97504e+09,-111.738
2.97504e+09,-111.808
2.97505e+09,-111.54
2.97505e+09,-111.681
2.97505e+09,-111.813
2.97505e+09,-111.656
2.97505e+09,-111.344
2.97505e+09,-111.309
2.97506e+09,-111.458
2.97506e+09,-111.489
2.97506e+09,-111.383
2.97506e+09,-111.482
2.97506e+09,-111.617
2.97506e+09,-111.349
2.97506e+09,-111.39
2.97507e+09,-111.274
2.97507e+09,-111.297
2.97507e+09,-111.242
2.97507e+09,-111.584
2.97507e+09,-111.539
2.97507e+09,-111.454
2.97508e+09,-111.459
2.97508e+09,-111.751
2.97508e+09,-111.917
2.97508e+09,-111.651
2.97508e+09,-111.674
2.97508e+09,-111.519
2.97508e+09,-111.678
2.97509e+09,-111.94
2.97509e+09,-111.831
2.97509e+09,-111.412
2.97509e+09,-111.378
2.97509e+09,-111.473
2.97509e+09,-111.387
2.9751e+09,-111.41
2.9751e+09,-111.408
2.9751e+09,-111.258
2.9751e+09,-111.593
2.9751e+09,-111.997
2.9751e+09,-111.54
2.9751e+09,-111.404
2.97511e+09,-111.53
2.97511e+09,-111.766
2.97511e+09,-111.863
2.97511e+09,-111.485
2.97511e+09,-111.608
2.97511e+09,-111.601
2.97512e+09,-111.469
2.97512e+09,-111.363
2.97512e+09,-111.429
2.97512e+09,-111.382
2.97512e+09,-111.264
2.97512e+09,-111.634
2.97512e+09,-111.825
2.97513e+09,-111.597
2.97513e+09,-111.333
2.97513e+09,-111.415
2.97513e+09,-111.315
2.97513e+09,-111.173
2.97513e+09,-111.373
2.97514e+09,-111.461
2.97514e+09,-111.633
2.97514e+09,-111.689
2.97514e+09,-111.648
2.97514e+09,-111.596
2.97514e+09,-111.559
2.97514e+09,-111.451
2.97515e+09,-111.671
2.97515e+09,-111.766
2.97515e+09,-111.27
2.97515e+09,-111.224
2.97515e+09,-111.65
2.97515e+09,-111.993
2.97516e+09,-111.939
2.97516e+09,-111.714
2.97516e+09,-111.975
2.97516e+09,-111.631
2.97516e+09,-111.294
2.97516e+09,-111.365
2.97516e+09,-111.52
2.97517e+09,-111.518
2.97517e+09,-111.364
2.97517e+09,-111.5
2.97517e+09,-111.466
2.97517e+09,-111.55
2.97517e+09,-111.46
2.97518e+09,-111.331
2.97518e+09,-111.6
2.97518e+09,-111.534
2.97518e+09,-111.583
2.97518e+09,-111.791
2.97518e+09,-111.694
2.97518e+09,-111.356
2.97519e+09,-111.271
2.97519e+09,-111.189
2.97519e+09,-111.504
2.97519e+09,-111.418
2.97519e+09,-111.301
2.97519e+09,-111.561
2.9752e+09,-111.53
2.9752e+09,-111.534
2.9752e+09,-111.341
2.9752e+09,-111.065
2.9752e+09,-111.389
2.9752e+09,-111.427
2.9752e+09,-111.431
2.97521e+09,-111.26
2.97521e+09,-111.217
2.97521e+09,-111.55
2.97521e+09,-111.674
2.97521e+09,-111.532
2.97521e+09,-111.378
2.97522e+09,-111.062
2.97522e+09,-111.357
2.97522e+09,-111.462
2.97522e+09,-111.495
2.97522e+09,-111.532
2.97522e+09,-111.831
2.97522e+09,-111.649
2.97523e+09,-111.363
2.97523e+09,-111.603
2.97523e+09,-111.49
2.97523e+09,-111.125
2.97523e+09,-111.614
2.97523e+09,-111.655
2.97524e+09,-111.331
2.97524e+09,-111.675
2.97524e+09,-111.862
2.97524e+09,-111.956
2.97524e+09,-111.827
2.97524e+09,-111.63
2.97524e+09,-111.556
2.97525e+09,-111.707
2.97525e+09,-111.73
2.97525e+09,-111.66
2.97525e+09,-111.492
2.97525e+09,-111.677
2.97525e+09,-111.737
2.97526e+09,-111.821
2.97526e+09,-111.381
2.97526e+09,-111.694
2.97526e+09,-111.606
2.97526e+09,-111.603
2.97526e+09,-111.837
2.97526e+09,-111.863
2.97527e+09,-111.531
2.97527e+09,-111.339
2.97527e+09,-111.098
2.97527e+09,-111.43
2.97527e+09,-111.581
2.97527e+09,-111.548
2.97528e+09,-111.72
2.97528e+09,-111.446
2.97528e+09,-111.335
2.97528e+09,-111.597
2.97528e+09,-111.643
2.97528e+09,-111.476
2.97528e+09,-111.421
2.97529e+09,-111.365
2.97529e+09,-111.166
2.97529e+09,-111.479
2.97529e+09,-111.75
2.97529e+09,-111.234
2.97529e+09,-111.345
2.97529e+09,-111.4
2.9753e+09,-111.434
2.9753e+09,-111.723
2.9753e+09,-111.586
2.9753e+09,-111.689
2.9753e+09,-111.587
2.9753e+09,-111.745
2.97531e+09,-111.622
2.97531e+09,-111.554
2.97531e+09,-111.68
2.97531e+09,-111.578
2.97531e+09,-111.39
2.97531e+09,-111.354
2.97531e+09,-111.171
2.97532e+09,-111.165
2.97532e+09,-111.269
2.97532e+09,-111.595
2.97532e+09,-111.354
2.97532e+09,-111.222
2.97532e+09,-111.518
2.97533e+09,-111.725
2.97533e+09,-111.246
2.97533e+09,-111.205
2.97533e+09,-111.624
2.97533e+09,-111.39
2.97533e+09,-111.379
2.97533e+09,-111.654
2.97534e+09,-111.722
2.97534e+09,-111.611
2.97534e+09,-111.631
2.97534e+09,-111.604
2.97534e+09,-111.453
2.97534e+09,-111.296
2.97535e+09,-111.711
2.97535e+09,-111.648
2.97535e+09,-111.502
2.97535e+09,-111.509
2.97535e+09,-111.483
2.97535e+09,-111.747
2.97535e+09,-111.813
2.97536e+09,-112.028
2.97536e+09,-111.627
2.97536e+09,-111.447
2.97536e+09,-111.344
2.97536e+09,-111.692
2.97536e+09,-111.366
2.97537e+09,-111.502
2.97537e+09,-111.773
2.97537e+09,-111.67
2.97537e+09,-111.368
2.97537e+09,-111.275
2.97537e+09,-111.326
2.97537e+09,-111.361
2.97538e+09,-111.42
2.97538e+09,-111.431
2.97538e+09,-111.627
2.97538e+09,-111.682
2.97538e+09,-111.774
2.97538e+09,-111.835
2.97539e+09,-111.587
2.97539e+09,-111.515
2.97539e+09,-111.443
2.97539e+09,-111.762
2.97539e+09,-111.673
2.97539e+09,-111.52
2.97539e+09,-111.35
2.9754e+09,-111.541
2.9754e+09,-111.924
2.9754e+09,-111.428
2.9754e+09,-111.463
2.9754e+09,-111.575
2.9754e+09,-111.311
2.97541e+09,-111.321
2.97541e+09,-111.24
2.97541e+09,-111.317
2.97541e+09,-111.635
2.97541e+09,-111.686
2.97541e+09,-111.375
2.97541e+09,-111.377
2.97542e+09,-111.824
2.97542e+09,-111.899
2.97542e+09,-111.399
2.97542e+09,-111.474
2.97542e+09,-111.385
2.97542e+09,-111.285
2.97543e+09,-111.249
2.97543e+09,-111.513
2.97543e+09,-111.458
2.97543e+09,-111.409
2.97543e+09,-111.644
2.97543e+09,-111.774
2.97543e+09,-111.703
2.97544e+09,-111.316
2.97544e+09,-111.404
