"Frequency","Power"
2.975e+09,-105.161
2.975e+09,-108.989
2.975e+09,-111.801
2.975e+09,-111.271
2.97501e+09,-111.35
2.97501e+09,-111.631
2.97501e+09,-111.665
2.97501e+09,-111.457
2.97501e+09,-111.481
2.97501e+09,-111.183
2.97502e+09,-111.423
2.97502e+09,-111.704
2.97502e+09,-111.438
2.97502e+09,-111.393
2.97502e+09,-111.576
2.97502e+09,-111.615
2.97502e+09,-111.736
2.97503e+09,-111.865
2.97503e+09,-111.746
2.97503e+09,-111.331
2.97503e+09,-111.425
2.97503e+09,-111.485
2.97503e+09,-111.564
2.97504e+09,-111.398
2.97504e+09,-111.449
2.97504e+09,-111.631
2.97504e+09,-111.122
2.97504e+09,-111.26
2.97504e+09,-111.694
2.97504e+09,-111.834
2.97505e+09,-111.534
2.97505e+09,-111.405
2.97505e+09,-111.69
2.97505e+09,-111.691
2.97505e+09,-111.701
2.97505e+09,-111.278
2.97506e+09,-111.095
2.97506e+09,-111.224
2.97506e+09,-111.116
2.97506e+09,-111.097
2.97506e+09,-111.439
2.97506e+09,-111.559
2.97506e+09,-111.462
2.97507e+09,-111.482
2.97507e+09,-111.6
2.97507e+09,-111.507
2.97507e+09,-111.459
2.97507e+09,-111.385
2.97507e+09,-111.544
2.97508e+09,-111.508
2.97508e+09,-111.394
2.97508e+09,-111.532
2.97508e+09,-111.464
2.97508e+09,-111.694
2.97508e+09,-111.472
2.97508e+09,-111.393
2.97509e+09,-111.528
2.97509e+09,-111.523
2.97509e+09,-111.158
2.97509e+09,-111.119
2.97509e+09,-111.385
2.97509e+09,-111.434
2.9751e+09,-111.529
2.9751e+09,-111.336
2.9751e+09,-111.236
2.9751e+09,-111.267
2.9751e+09,-111.201
2.9751e+09,-111.725
2.9751e+09,-111.815
2.97511e+09,-111.493
2.97511e+09,-111.637
2.97511e+09,-111.736
2.97511e+09,-111.552
2.97511e+09,-111.225
2.97511e+09,-111.501
2.97512e+09,-111.622
2.97512e+09,-111.559
2.97512e+09,-111.443
2.97512e+09,-111.73
2.97512e+09,-111.598
2.97512e+09,-111.209
2.97512e+09,-111.48
2.97513e+09,-111.699
2.97513e+09,-111.571
2.97513e+09,-111.685
2.97513e+09,-111.333
2.97513e+09,-111.512
2.97513e+09,-111.621
2.97514e+09,-111.435
2.97514e+09,-111.444
2.97514e+09,-111.469
2.97514e+09,-110.967
2.97514e+09,-111.092
2.97514e+09,-111.29
2.97514e+09,-111.816
2.97515e+09,-111.642
2.97515e+09,-111.243
2.97515e+09,-111.638
2.97515e+09,-111.578
2.97515e+09,-111.435
2.97515e+09,-111.669
2.97516e+09,-111.654
2.97516e+09,-111.422
2.97516e+09,-111.434
2.97516e+09,-111.452
2.97516e+09,-111.362
2.97516e+09,-111.656
2.97516e+09,-111.498
2.97517e+09,-111.568
2.97517e+09,-111.761
2.97517e+09,-111.459
2.97517e+09,-111.397
2.97517e+09,-111.255
2.97517e+09,-111.309
2.97518e+09,-111.36
2.97518e+09,-111.326
2.97518e+09,-111.386
2.97518e+09,-111.639
2.97518e+09,-111.452
2.97518e+09,-111.325
2.97518e+09,-111.378
2.97519e+09,-111.223
2.97519e+09,-111.589
2.97519e+09,-111.694
2.97519e+09,-111.644
2.97519e+09,-111.587
2.97519e+09,-111.343
2.9752e+09,-111.686
2.9752e+09,-111.439
2.9752e+09,-111.7
2.9752e+09,-111.612
2.9752e+09,-111.452
2.9752e+09,-111.346
2.9752e+09,-111.491
2.97521e+09,-111.701
2.97521e+09,-111.392
2.97521e+09,-111.576
2.97521e+09,-111.694
2.97521e+09,-111.84
2.97521e+09,-111.699
2.97522e+09,-111.722
2.97522e+09,-111.483
2.97522e+09,-111.089
2.97522e+09,-111.15
2.97522e+09,-111.495
2.97522e+09,-111.53
2.97522e+09,-111.449
2.97523e+09,-111.51
2.97523e+09,-111.955
2.97523e+09,-111.452
2.97523e+09,-111.238
2.97523e+09,-111.118
2.97523e+09,-110.99
2.97524e+09,-111.045
2.97524e+09,-111.475
2.97524e+09,-111.568
2.97524e+09,-111.507
2.97524e+09,-111.686
2.97524e+09,-111.698
2.97524e+09,-111.429
2.97525e+09,-111.269
2.97525e+09,-111.342
2.97525e+09,-111.396
2.97525e+09,-111.362
2.97525e+09,-111.511
2.97525e+09,-111.638
2.97526e+09,-111.419
2.97526e+09,-111.253
2.97526e+09,-111.524
2.97526e+09,-111.49
2.97526e+09,-111.524
2.97526e+09,-111.21
2.97526e+09,-111.306
2.97527e+09,-111.616
2.97527e+09,-111.58
2.97527e+09,-111.848
2.97527e+09,-111.751
2.97527e+09,-111.531
2.97527e+09,-111.061
2.97528e+09,-111.425
2.97528e+09,-111.563
2.97528e+09,-111.474
2.97528e+09,-111.312
2.97528e+09,-111.289
2.97528e+09,-111.436
2.97528e+09,-111.527
2.97529e+09,-111.384
2.97529e+09,-111.55
2.97529e+09,-111.187
2.97529e+09,-110.953
2.97529e+09,-111.298
2.97529e+09,-111.377
2.97529e+09,-111.417
2.9753e+09,-111.442
2.9753e+09,-111.524
2.9753e+09,-111.552
2.9753e+09,-111.401
2.9753e+09,-111.445
2.9753e+09,-111.524
2.97531e+09,-111.434
2.97531e+09,-111.435
2.97531e+09,-111.58
2.97531e+09,-111.481
2.97531e+09,-111.204
2.97531e+09,-111.486
2.97531e+09,-111.424
2.97532e+09,-111.321
2.97532e+09,-111.492
2.97532e+09,-111.561
2.97532e+09,-111.578
2.97532e+09,-111.223
2.97532e+09,-111.3
2.97533e+09,-111.338
2.97533e+09,-111.329
2.97533e+09,-111.399
2.97533e+09,-111.511
2.97533e+09,-111.623
2.97533e+09,-111.566
2.97533e+09,-111.46
2.97534e+09,-111.684
2.97534e+09,-111.728
2.97534e+09,-111.53
2.97534e+09,-111.351
2.97534e+09,-111.433
2.97534e+09,-111.26
2.97535e+09,-111.371
2.97535e+09,-111.583
2.97535e+09,-111.633
2.97535e+09,-111.391
2.97535e+09,-111.517
2.97535e+09,-111.665
2.97535e+09,-111.499
2.97536e+09,-111.387
2.97536e+09,-111.484
2.97536e+09,-111.585
2.97536e+09,-111.346
2.97536e+09,-111.42
2.97536e+09,-111.346
2.97537e+09,-111.628
2.97537e+09,-111.359
2.97537e+09,-111.229
2.97537e+09,-111.467
2.97537e+09,-111.585
2.97537e+09,-111.635
2.97537e+09,-111.329
2.97538e+09,-111.444
2.97538e+09,-111.353
2.97538e+09,-111.366
2.97538e+09,-111.511
2.97538e+09,-111.498
2.97538e+09,-111.618
2.97539e+09,-111.658
2.97539e+09,-111.243
2.97539e+09,-111.38
2.97539e+09,-111.166
2.97539e+09,-111.49
2.97539e+09,-111.617
2.97539e+09,-111.529
2.9754e+09,-111.311
2.9754e+09,-111.321
2.9754e+09,-111.312
2.9754e+09,-111.536
2.9754e+09,-111.635
2.9754e+09,-111.496
2.97541e+09,-111.582
2.97541e+09,-111.473
2.97541e+09,-111.455
2.97541e+09,-111.823
2.97541e+09,-111.891
2.97541e+09,-111.97
2.97541e+09,-111.716
2.97542e+09,-111.454
2.97542e+09,-111.478
2.97542e+09,-111.454
2.97542e+09,-111.184
2.97542e+09,-111.323
2.97542e+09,-111.695
2.97543e+09,-111.277
2.97543e+09,-111.044
2.97543e+09,-111.262
2.97543e+09,-111.571
2.97543e+09,-111.569
2.97543e+09,-111.67
2.97543e+09,-111.384
2.97544e+09,-111.442
2.97544e+09,-111.395
2.97544e+09,-111.315
2.97544e+09,-111.398
2.97544e+09,-111.536
2.97544e+09,-111.669
2.97545e+09,-111.435
2.97545e+09,-111.563
2.97545e+09,-111.366
2.97545e+09,-111.299
2.97545e+09,-111.603
2.97545e+09,-111.506
2.97545e+09,-111.36
2.97546e+09,-111.388
2.97546e+09,-111.476
2.97546e+09,-111.308
2.97546e+09,-111.564
2.97546e+09,-111.505
2.97546e+09,-111.24
2.97547e+09,-111.471
2.97547e+09,-111.434
2.97547e+09,-111.269
2.97547e+09,-111.585
2.97547e+09,-111.855
2.97547e+09,-111.804
2.97547e+09,-111.564
2.97548e+09,-111.562
2.97548e+09,-111.331
2.97548e+09,-111.272
2.97548e+09,-111.321
2.97548e+09,-111.474
2.97548e+09,-111.291
2.97549e+09,-111.447
2.97549e+09,-111.469
2.97549e+09,-111.547
2.97549e+09,-111.549
2.97549e+09,-111.402
2.97549e+09,-111.448
2.97549e+09,-111.523
2.9755e+09,-111.633
2.9755e+09,-111.865
2.9755e+09,-111.563
